"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S193","prolific","Domains",2024-11-19 15:53:41,35.03695,"firefox 130.0.0","false","Windows 10",1600,747,"Automatic","Female",52,"Doctorate","Biology, Chemistry, Physics",NA,"Prefer not to say","United States",2,NA,0,4,4,3,5,0,4,5,0,4,1,3,1,5,3,2,4,1,1,5,6,4,5,5,1,1,4,6,5,0,3,5,6,5,3,5,1,4,4,4,5,1,4,5,0,5,3,0,4,5,1,0,0,0,3,1,5,3,5,1,5,6,3,4,3,1,4,1,3,3,4,5,1,0,5,0,6,0,4,3,3,4,6,6,5,4,4,2,5,6,4,4,4,3,4,3,2,4,3,4,4,3,5,4,4,4,6,3,4,6,2,6,1,1,4,3,3,2,4,3,2,4,5,5,1,3,5,3
"S409","prolific","Domains",2024-11-21 12:37:48,14.38915,"firefox 132.0.0","false","Windows 10",2560,1279,"Automatic","Male",37,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,0,5,1,6,0,6,2,3,4,1,5,1,6,0,2,1,5,2,4,4,5,6,6,5,1,3,0,6,0,3,6,6,5,0,6,0,6,5,1,6,0,6,4,0,6,4,0,6,0,4,0,0,0,4,0,6,5,0,2,6,6,1,3,0,0,1,0,4,4,0,4,0,0,4,0,5,0,1,0,0,0,4,2,0,5,6,2,5,6,0,4,0,3,0,1,6,0,0,0,0,1,4,4,0,1,6,0,0,1,0,6,0,0,3,4,0,4,3,5,6,4,4,5,2,4,1,1
"S751","prolific","Dimensions",2024-12-02 11:48:24,6.39158333333333,"safari 15.6.1","false","Mac OS",1137,1207,"Automatic","Female",33,"Master","Political Science, Law",FALSE,"South Asian","United Kingdom",3,NA,0,1,1,2,3,0,2,4,2,2,0,4,3,1,2,4,3,2,3,1,4,2,4,3,1,4,2,3,4,2,3,2,6,2,0,3,2,2,1,1,1,1,0,3,1,2,2,0,2,3,0,3,4,0,2,0,3,3,6,1,4,6,1,3,2,3,4,2,1,3,2,2,2,1,2,3,3,0,2,3,2,0,1,2,4,1,2,5,1,6,2,0,5,1,3,2,1,2,1,4,2,4,4,1,3,2,6,4,1,1,1,3,0,3,1,3,3,1,1,1,6,2,4,4,0,2,3,3
"S658","prolific","Dimensions",2024-11-30 12:45:36,17.3338833333333,"edge-chromium 131.0.0","false","Windows 10",1528,834,"Automatic","Female",64,"Bachelor","Biology, Chemistry, Physics",FALSE,"White","United Kingdom",4,NA,0,1,6,4,5,0,4,3,5,2,3,1,1,5,1,2,5,3,2,3,5,3,5,5,5,3,4,6,5,4,1,2,6,5,3,5,3,6,6,5,3,3,5,6,4,5,5,1,6,5,1,0,0,0,5,2,4,5,5,1,6,6,1,1,1,1,2,2,2,5,4,6,1,5,4,5,6,0,1,5,2,4,4,4,5,5,3,5,4,6,4,2,6,3,3,2,1,5,4,1,6,3,5,4,5,3,6,3,2,5,3,5,1,5,3,3,6,5,6,3,5,4,3,5,4,5,3,4
"S197","prolific","Random",2024-11-19 16:05:38,17.4118,"chrome 130.0.0","false","Mac OS",1440,778,"Automatic","Female",30,"Bachelor","Psychology, Neuroscience",TRUE,"South Asian","United States",4,"thank you",1,1,2,1,1,0,3,0,1,1,0,0,2,3,0,3,1,3,2,1,2,1,6,1,0,0,1,2,1,1,2,0,6,1,0,0,1,2,2,1,1,0,0,1,1,2,5,1,5,1,0,0,0,2,3,2,1,2,0,0,0,5,1,6,2,1,1,1,1,1,6,1,0,0,1,1,1,2,0,0,0,0,0,1,1,1,5,1,2,5,3,1,4,1,1,0,0,3,0,0,0,0,1,1,2,2,6,2,1,2,1,1,3,1,2,2,0,2,1,3,6,2,2,2,0,4,1,2
"S745","prolific","Random",2024-12-02 11:47:37,10.4656,"chrome 131.0.0","false","Windows 10",1920,945,"Automatic","Male",26,"High school",NA,FALSE,"Mixed","United Kingdom",3,NA,0,2,5,6,5,0,4,6,1,4,1,5,1,6,0,2,3,5,5,1,5,1,2,6,1,2,5,2,5,2,1,5,6,5,1,5,4,4,4,2,6,2,5,5,0,6,6,5,5,4,0,0,0,0,4,2,4,4,5,1,5,6,4,1,1,0,2,4,1,1,1,3,0,0,4,5,5,0,4,1,1,0,5,2,5,1,5,0,1,6,4,0,1,4,3,3,3,4,5,2,4,1,4,3,4,3,6,2,4,2,3,5,5,2,5,3,5,4,1,5,6,4,3,5,4,4,2,5
"S364","prolific","Random",2024-11-20 17:04:43,9.94703333333333,"edge-chromium 131.0.0","false","Windows 10",1528,740,"Automatic","Female",24,"Bachelor","History, Archaeology",FALSE,"White","United Kingdom",4,"N.A",0,0,1,3,2,0,0,4,4,4,5,4,5,5,0,1,0,4,5,0,4,4,6,4,0,4,5,5,3,1,2,5,6,5,0,4,4,0,5,4,3,1,1,5,2,4,2,1,2,3,1,4,5,0,4,4,3,4,0,3,1,6,4,5,3,1,0,2,5,4,6,0,4,4,2,5,3,0,1,4,4,4,6,2,5,5,1,1,3,6,5,2,6,2,1,1,5,2,1,2,3,1,2,0,3,1,6,1,4,3,4,5,1,4,3,1,3,4,0,2,6,1,5,2,4,4,1,3
"S034","prolific","Dimensions",2024-11-19 06:58:09,44.5557833333333,"chrome 130.0.0","false","Windows 10",1019,910,"Automatic","Male",31,"Master","Engineering, Computer Science",FALSE,"White","United States",4,NA,0,3,1,4,5,0,4,5,1,3,2,5,3,5,2,2,5,6,5,1,6,3,4,6,4,3,6,1,6,1,2,5,5,5,1,6,3,3,4,1,5,1,2,6,1,5,5,0,6,6,0,0,0,0,5,0,6,6,6,0,5,6,2,3,0,1,3,2,3,2,2,6,2,0,5,1,5,0,2,2,0,1,1,5,2,2,5,4,6,6,2,3,4,2,4,3,1,5,3,1,2,1,4,6,1,1,5,3,1,5,2,5,5,1,1,5,2,2,1,6,4,3,6,6,6,4,1,5
"S624","prolific","Domains",2024-11-29 17:12:52,12.6382833333333,"safari 17.5.0","false","Mac OS",1440,820,"Automatic","Female",21,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",3,NA,0,2,2,2,5,0,3,4,2,4,4,4,4,4,3,1,2,4,5,4,5,2,2,4,5,5,2,2,3,5,3,2,6,5,5,5,2,4,4,5,4,2,5,5,5,4,3,1,3,4,2,1,0,0,4,4,5,5,4,2,5,6,5,4,1,1,4,1,5,4,4,5,1,2,4,1,4,0,2,2,2,4,2,2,2,5,5,4,5,6,1,3,6,4,2,4,5,4,3,3,5,1,4,3,4,4,6,2,5,6,2,4,1,4,4,4,1,2,0,2,6,2,4,5,6,5,3,2
"S162","prolific","Dimensions",2024-11-19 14:33:06,8.67616666666667,"chrome 130.0.0","false","Chrome OS",1616,789,"Automatic","Male",44,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,0,3,5,6,0,4,5,3,3,2,4,0,6,1,6,4,4,5,3,5,2,2,6,0,3,5,2,5,3,6,6,6,6,0,4,0,4,4,3,6,0,3,4,4,6,3,1,4,3,0,1,1,0,5,0,4,5,5,0,5,6,3,3,0,1,4,0,2,2,1,3,1,1,5,2,6,0,5,2,0,1,5,2,3,3,6,4,6,6,3,4,1,4,4,3,2,3,5,3,4,1,5,4,4,5,6,5,4,5,0,6,2,4,5,4,4,4,3,5,5,4,4,4,1,4,5,4
"S698","prolific","Domains",2024-12-01 12:18:37,16.05655,"safari 17.5.0","false","Mac OS",1440,797,"Automatic","Female",32,"Master","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,5,5,4,4,0,5,4,0,5,6,5,0,4,5,0,5,4,4,4,4,4,4,4,1,1,3,5,5,0,4,4,6,6,0,6,0,3,2,0,5,0,0,3,0,4,5,2,4,4,5,3,5,0,3,1,3,5,4,5,4,6,4,3,2,1,2,2,5,5,4,5,1,1,4,4,5,0,2,1,4,0,5,1,4,1,4,2,4,6,3,1,3,3,3,3,2,4,3,4,6,3,4,5,3,4,6,3,3,5,5,6,2,3,2,5,4,2,5,4,6,5,4,4,6,3,4,4
"S582","prolific","Random",2024-11-29 11:04:28,14.01945,"chrome 131.0.0","false","Windows 10",1280,551,"Automatic","Female",34,"Master","Health, Social Care, and Education",FALSE,"White","United Kingdom",2,NA,0,1,0,2,5,0,3,3,0,0,3,5,3,3,1,0,1,0,4,1,1,2,2,3,0,1,4,0,3,0,0,2,6,3,0,3,2,3,1,3,1,0,3,3,0,2,2,0,5,3,0,0,0,0,3,0,0,3,1,0,3,6,4,3,0,2,1,2,1,1,3,2,4,0,1,1,0,0,1,0,0,0,0,1,0,2,2,2,3,6,3,2,4,3,2,1,2,3,2,2,2,2,4,2,4,2,3,2,1,4,1,3,1,4,1,4,2,1,1,2,5,1,4,4,3,4,1,1
"S736","prolific","Dimensions",2024-12-02 06:48:37,13.1209,"safari 17.4.1","false","Mac OS",1440,820,"Automatic","Female",21,"High school",NA,TRUE,"Hispanic/Latino","United States",4,"I enjoy this",0,6,4,4,6,0,6,4,4,6,4,5,6,5,6,3,5,5,4,5,6,6,5,5,3,5,5,6,5,3,3,6,6,6,3,4,6,5,6,4,5,5,4,6,3,5,6,2,5,5,4,2,4,0,5,6,5,5,5,3,5,6,6,5,3,4,4,5,6,6,5,6,5,3,3,6,5,0,3,4,3,4,4,6,5,4,3,5,5,6,5,6,6,4,3,6,4,6,6,6,6,5,5,5,6,3,6,3,6,5,5,6,6,6,5,6,5,6,5,5,5,5,5,6,6,6,2,5
"S369","prolific","Domains",2024-11-20 18:28:15,30.6929833333333,"firefox 132.0.0","false","Windows 10",1366,681,"Automatic","Male",22,"Bachelor","Engineering, Computer Science",FALSE,"Black","United States",4,"This was a nice content of survey and i really enjoyed it.",1,0,0,5,4,0,5,4,5,0,0,6,6,5,0,5,5,0,6,0,6,4,6,5,1,0,4,0,6,0,3,5,6,5,0,0,0,4,5,0,5,0,5,2,0,5,0,0,5,6,0,0,0,0,5,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,5,0,0,6,5,5,6,6,5,1,5,5,6,5,6,0,6,6,6,4,5,5,0,6,5,5,3,5,5,5,6,4,6,5,5,4,6,6,1,6,4,6,6,3,4
"S092","prolific","Dimensions",2024-11-19 11:06:04,11.3687333333333,"chrome 116.0.0","false","Mac OS",1366,683,"Automatic","Female",39,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,0,4,0,6,0,1,6,0,1,1,4,2,5,1,4,4,4,4,0,6,5,5,0,1,1,6,1,5,0,5,6,6,6,0,5,0,3,2,5,6,0,5,5,0,6,3,0,6,5,0,0,0,0,6,0,5,5,0,0,5,6,5,0,0,0,2,2,0,3,0,2,1,0,4,0,5,0,4,0,0,0,5,3,4,5,5,0,4,6,0,0,4,4,0,0,4,1,4,0,0,4,4,0,0,0,6,0,3,4,0,5,0,0,5,0,4,6,0,4,6,1,2,5,2,2,2,3
"S334","prolific","Random",2024-11-20 12:11:55,18.4623166666667,"chrome 130.0.0","false","Windows 10",1536,730,"Automatic","Female",35,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,4,2,4,5,0,5,5,4,3,4,2,4,5,2,5,5,4,3,2,5,2,4,5,4,4,4,4,4,2,4,5,6,6,6,4,2,4,4,1,4,2,4,5,1,5,4,2,5,2,1,1,1,0,5,2,4,4,5,0,5,6,4,3,1,2,4,2,2,5,2,4,2,1,4,2,5,0,4,2,2,5,4,4,4,5,4,5,3,6,3,2,4,4,4,4,2,4,4,5,5,2,5,4,5,4,6,3,4,5,4,4,4,4,4,4,5,5,4,4,5,1,4,6,4,4,4,5
"S293","prolific","Dimensions",2024-11-19 21:20:47,11.54725,"chrome 128.0.0","false","Windows 10",1366,641,"Automatic","Female",32,"Doctorate","Engineering, Computer Science",NA,"Other","United Kingdom",3,NA,0,4,5,2,1,0,3,4,3,6,5,4,5,4,2,2,5,4,4,5,3,5,2,0,2,5,3,5,2,4,3,3,6,5,4,1,4,4,2,5,4,4,5,2,5,2,6,4,3,3,0,0,1,0,4,2,0,0,4,0,4,6,3,6,5,4,1,3,4,5,5,1,2,1,5,5,5,0,3,4,3,4,5,5,5,5,4,5,5,6,2,2,2,4,3,1,1,4,2,2,5,2,1,1,3,1,6,3,4,5,3,4,0,4,0,3,4,4,2,4,4,3,4,4,2,3,5,4
"S653","prolific","Domains",2024-11-30 12:42:47,12.7429333333333,"safari 17.8.1","false","Mac OS",668,851,"Automatic","Female",69,"Bachelor","Medicine, Pharmacy and Nursing",FALSE,"White","United Kingdom",4,"Different but still interesting.  ",0,0,6,5,5,1,4,4,3,0,3,4,4,4,3,4,1,0,5,4,6,0,6,1,2,5,5,5,4,0,1,5,4,6,0,5,3,5,4,0,5,3,3,5,0,4,3,0,5,4,2,1,1,0,4,2,2,4,6,0,5,6,5,2,2,0,6,3,3,1,2,4,2,0,5,0,5,0,3,0,0,5,3,4,2,0,4,2,2,6,5,0,5,4,3,5,5,4,3,3,6,4,3,3,5,4,6,1,0,6,0,6,1,5,3,5,6,6,6,5,6,3,5,5,4,5,4,3
"S374","prolific","Domains",2024-11-21 04:23:43,14.8728,"chrome 129.0.0","false","Windows 10",1280,632,"Automatic","Female",33,"Bachelor","Business, Economics",FALSE,"White","United States",3,NA,0,4,0,4,4,2,4,4,4,4,2,5,5,3,4,5,4,4,1,4,2,1,5,6,3,3,5,4,1,3,0,5,6,5,2,4,1,4,5,6,6,4,5,4,3,4,2,1,4,6,0,2,1,0,1,3,3,4,3,2,4,6,4,4,3,1,5,5,3,2,6,2,3,5,2,3,4,0,4,3,4,3,1,4,4,2,3,4,3,6,3,2,6,2,4,5,3,4,4,5,5,4,2,1,4,2,6,3,4,4,2,4,5,4,3,5,5,4,1,6,4,4,2,4,3,4,4,4
"S309","prolific","Domains",2024-11-19 22:43:51,13.5645666666667,"chrome 130.0.0","false","Mac OS",1728,992,"Automatic","Male",33,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",3,"na",0,2,1,4,3,0,5,3,1,0,1,4,4,3,5,3,5,4,1,3,5,4,5,2,4,1,5,3,1,0,4,4,6,3,4,3,4,6,4,4,3,2,2,4,0,4,0,0,5,0,3,2,2,0,3,1,4,2,5,2,6,6,0,2,2,0,1,1,2,0,2,4,1,0,4,4,3,0,2,0,0,0,2,5,4,3,2,2,1,6,2,0,3,2,5,4,1,2,1,5,1,2,2,5,4,4,6,3,4,2,4,3,2,4,1,5,0,6,0,2,4,5,0,4,0,4,4,4
"S207","prolific","Random",2024-11-19 17:08:12,39.13625,"chrome 130.0.0","false","Windows 10",1536,776,"Automatic","Male",24,"Master","Medicine, Pharmacy and Nursing",FALSE,"Black","United States",4,NA,0,4,1,5,6,0,3,4,0,4,0,5,5,5,2,4,5,6,5,3,5,5,2,3,0,1,3,4,6,3,1,6,6,5,0,6,5,6,6,6,6,5,6,6,2,6,5,1,5,6,6,1,4,0,5,2,6,6,5,2,5,6,6,1,4,0,1,4,3,5,0,5,1,5,6,3,4,0,0,5,3,1,5,6,5,5,6,4,6,6,5,6,6,3,6,3,4,5,5,5,5,2,5,4,5,5,6,5,2,4,1,5,3,4,6,6,5,6,3,6,5,3,6,6,1,5,5,4
"S230","prolific","Dimensions",2024-11-19 19:00:07,28.92275,"chrome 130.0.0","false","Windows 10",1366,641,"Automatic","Male",33,"Master","Arts and Humanities",FALSE,"Black","United Kingdom",4,NA,0,2,6,6,6,0,5,5,5,4,0,5,2,6,2,0,6,4,6,1,5,2,2,6,3,1,5,3,5,5,0,6,6,6,4,6,6,6,5,4,6,4,6,6,6,6,4,1,5,5,0,0,0,0,6,0,6,6,5,0,6,6,4,1,0,1,1,6,0,5,1,6,0,4,5,5,5,0,5,5,5,5,5,5,5,6,6,4,6,6,6,5,1,5,6,5,4,6,6,4,6,6,5,5,6,5,6,6,6,5,6,6,6,5,6,4,6,5,5,6,5,5,5,5,5,5,5,6
"S075","prolific","Domains",2024-11-19 10:50:39,10.7841666666667,"firefox 132.0.0","false","Windows 10",2560,1279,"Automatic","Male",30,"Bachelor","Engineering, Computer Science",FALSE,"White","United Kingdom",2,NA,0,0,1,4,6,0,5,5,1,2,2,3,5,5,4,2,4,3,4,1,5,2,3,5,3,3,5,1,5,1,5,5,6,4,2,4,3,4,5,1,5,0,3,5,1,5,4,1,4,2,0,0,0,0,3,0,3,3,3,0,5,6,3,2,1,4,3,3,2,3,1,5,1,0,5,4,5,0,4,5,1,5,5,5,5,2,3,2,2,6,3,1,3,4,3,1,4,5,2,2,2,3,2,2,2,3,6,1,3,2,3,3,1,1,3,4,5,4,1,4,4,5,4,4,1,3,4,3
"S046","prolific","Domains",2024-11-19 09:19:43,17.13905,"edge-chromium 130.0.0","false","Windows 10",1528,834,"Automatic","Female",52,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,1,6,2,6,0,4,5,1,5,0,5,0,4,1,3,4,5,5,1,5,2,2,5,1,2,6,3,6,0,5,6,6,6,2,6,3,5,6,5,6,0,4,6,1,6,5,0,6,5,1,4,1,0,4,5,4,6,6,1,4,6,6,2,5,4,2,1,5,6,3,4,2,2,4,3,4,0,3,4,1,3,5,5,5,6,3,5,5,6,4,0,1,4,3,1,6,1,3,6,5,4,5,1,6,1,6,1,2,6,4,5,4,6,4,1,6,5,2,3,5,1,2,4,6,2,0,5
"S223","prolific","Random",2024-11-19 18:02:11,10.4738166666667,"chrome 130.0.0","false","Windows 10",1536,730,"Automatic","Male",37,"High school",NA,FALSE,"White","United Kingdom",3,"lots of spelling and grammer errors",0,4,0,1,3,0,0,3,1,5,5,3,2,5,4,3,2,2,2,0,5,2,1,6,0,1,2,6,1,1,4,5,6,6,5,4,0,0,1,2,5,1,1,5,1,5,3,0,4,1,0,0,0,0,2,3,6,6,6,0,1,6,3,0,1,0,6,5,1,4,2,0,1,0,5,2,6,0,2,1,0,0,1,0,2,0,6,1,3,6,2,1,1,3,2,0,4,1,5,1,2,1,2,0,4,3,6,3,1,2,6,6,5,3,6,1,3,3,3,2,5,0,1,3,0,3,0,6
"S437","prolific","Dimensions",2024-11-21 15:30:39,10.8648666666667,"edge-chromium 131.0.0","false","Windows 10",1912,954,"Automatic","Male",25,"Associates degree",NA,NA,"Hispanic/Latino","United States",4,"I felt like i learned things about myself I never thought to question",0,5,5,2,6,0,1,6,6,6,4,2,5,6,2,5,4,5,4,0,6,0,3,6,0,5,2,6,6,0,5,6,6,6,0,6,4,5,5,4,6,0,0,6,0,6,6,1,4,4,0,0,4,0,5,2,5,6,5,1,5,6,4,1,3,0,3,6,1,0,4,5,0,0,5,0,6,0,5,1,0,0,5,4,3,4,3,1,4,6,0,0,4,4,0,0,3,3,6,4,5,0,3,1,3,0,6,0,5,3,5,6,5,4,6,0,6,6,5,3,5,0,6,4,5,2,0,6
"S459","prolific","Random",2024-11-21 17:47:43,24.0693833333333,"edge-chromium 130.0.0","false","Windows 10",1272,594,"Automatic","Female",25,"Bachelor","Biology, Chemistry, Physics",FALSE,"Black","United Kingdom",4,NA,0,6,6,6,4,3,6,6,0,6,3,6,6,6,6,6,6,6,6,6,6,0,6,6,0,0,4,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,0,3,3,0,6,4,6,6,6,0,6,6,6,2,1,6,6,6,6,6,6,6,0,0,6,6,6,0,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,5,6,5,6,0,6,6,6,6,0,6,5,6,6,0,6,6,0,0,6,6,0,6,0,5
"S154","prolific","Domains",2024-11-19 13:53:00,5.45915,"chrome 130.0.0","false","Mac OS",1470,797,"Automatic","Female",50,"High school",NA,FALSE,"Mixed","United States",4,"no",0,0,0,2,5,0,5,5,0,0,1,5,0,5,3,3,4,6,6,0,6,4,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,3,5,0,6,0,3,6,0,6,4,0,6,2,0,0,0,0,6,2,3,5,1,0,6,6,6,0,0,0,4,1,1,6,0,6,0,0,6,2,6,0,6,1,0,1,6,3,3,1,6,2,6,6,1,0,3,6,4,1,5,5,6,6,5,1,6,2,6,2,6,1,3,6,3,6,3,6,6,3,6,6,3,6,5,3,6,6,5,5,0,6
"S642","prolific","Domains",2024-11-30 07:42:35,16.0325333333333,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Male",60,"Bachelor","Business, Economics",FALSE,"Hispanic/Latino","United States",4,"No",0,1,1,5,5,0,6,5,1,3,0,5,2,5,1,3,6,3,5,0,6,1,2,5,4,0,5,3,3,0,4,6,6,6,0,6,1,5,6,5,6,0,6,6,0,6,2,0,6,2,0,1,1,0,0,1,6,6,4,0,5,3,0,4,4,0,3,0,1,5,1,5,0,0,6,0,5,4,1,0,0,3,5,5,4,5,5,1,1,6,1,1,4,2,4,1,2,2,4,4,1,6,3,3,2,4,6,4,1,3,0,5,4,1,5,4,3,0,1,2,5,4,1,4,0,1,2,5
"S434","prolific","Random",2024-11-21 15:28:29,12.1981666666667,"firefox 131.0.0","false","Windows 10",1280,587,"Automatic","Female",27,"Master","Political Science, Law",FALSE,"South Asian","United Kingdom",4,NA,0,0,0,2,4,0,1,5,6,6,3,5,5,4,0,2,5,0,6,6,6,0,5,5,0,0,4,0,4,5,2,3,6,6,4,6,4,6,6,0,6,0,3,6,4,6,6,0,4,1,0,2,6,0,6,2,3,3,5,0,4,6,2,5,3,4,4,3,4,0,4,6,0,1,5,2,6,0,2,0,1,6,6,6,6,3,1,3,0,6,6,6,3,0,4,1,0,6,3,5,6,0,0,2,5,4,6,1,5,0,5,6,3,5,2,4,2,3,3,0,6,5,6,4,3,6,6,6
"S641","prolific","Dimensions",2024-11-30 07:25:34,16.0473166666667,"chrome 129.0.0","false","Windows 10",1920,953,"Automatic","Female",28,"Bachelor","Arts and Humanities",FALSE,"White","United States",4,"no",0,4,1,6,6,0,1,2,1,0,0,6,0,4,2,1,6,5,6,1,6,0,0,5,0,0,5,1,6,0,2,1,6,0,0,0,0,1,1,5,1,0,0,0,2,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,1,0,0,1,0,2,0,0,0,0,6,0,1,1,4,1,0,0,6,0,1,0,1,1,0,6,0,1,0,4,0,6,3,1,1,1,0,0,5,2,0,1,6,3,2,2,0,0,6,6,1,1,5,3,0,4,4,0,6,0,4,4,0,6
"S533","prolific","Domains",2024-11-29 01:30:06,16.184,"edge-chromium 131.0.0","false","Windows 10",1712,612,"Automatic","Male",34,"High school",NA,FALSE,"White","United States",4,NA,0,2,0,2,4,0,2,2,0,1,2,4,1,1,0,0,2,2,4,1,3,0,1,2,0,1,3,3,2,0,2,2,6,5,0,2,1,3,1,3,2,0,3,3,0,2,2,0,5,4,0,0,0,0,5,0,5,2,1,0,2,6,4,1,0,1,5,0,1,4,1,1,0,0,3,0,5,0,2,0,1,2,5,1,1,1,5,3,2,6,2,1,0,4,3,1,1,1,0,2,3,0,5,1,2,2,6,2,1,4,0,6,0,2,0,2,5,3,0,5,4,1,3,5,0,2,3,5
"S278","prolific","Domains",2024-11-19 20:50:41,16.6672166666667,"firefox 132.0.0","false","Windows 10",1600,760,"Automatic","Male",60,"High school",NA,FALSE,"White","United Kingdom",2,NA,0,2,6,6,2,0,4,2,6,6,5,3,3,1,1,3,2,0,3,1,3,0,4,6,5,3,6,4,4,0,5,6,6,6,1,6,1,5,3,3,6,0,2,6,0,6,2,1,3,2,2,6,6,0,5,3,6,6,1,3,6,6,0,0,1,6,1,0,3,1,1,3,0,0,4,3,5,0,5,3,0,5,5,5,4,4,3,0,1,6,2,0,1,2,6,1,3,1,3,2,6,2,4,1,3,5,6,5,0,2,2,4,3,3,3,2,6,3,2,6,4,2,2,2,1,2,5,4
